English,French,eng_len,fr_len
"This is the philosophy behind the initiative; the budget is commensurate with it and our aim is for development agencies, non-governmental organisations and local authorities to be involved as much as possible, so that it can get as close to the people as possible.","L'initiative a été structurée dans cette logique, son budget a été établi en conséquence, et notre objectif est d'y impliquer, autant que faire se peut, les acteurs du développement, les organisations non gouvernementales, les autorités locales, de manière à la rendre la plus proche possible des citoyens.",43,46
"I know many have already done so, but she has indeed earned our praise for being particularly open and attentive to proposals from all sides, and I think it is this openness which has given her report the quality we see today.","Je crois que beaucoup l'ont fait déjà, mais c'est qu'elle le mérite, car elle a été particulièrement ouverte et attentive aux propositions des uns et des autres, et je pense que sa disponibilité a donné à son rapport la qualité que nous observons aujourd'hui.",41,43
This is an irreparable loss.,Il s'agit d'une perte irréparable.,4,4
These amendments also fit in with this Parliament's view that social exclusion is a serious issue needing constructive action.,Ces amendements vont dans le sens de l'avis du Parlement selon lequel l'exclusion sociale est un problème grave qui appelle une action constructive.,18,22
"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, as expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la base des programmes européens de protection de la mer de Barents et c'est pourquoi je vous prie d'examiner un projet de lettre vous dépeignant les faits essentiels de cette affaire et de communiquer à la Russie la position qui découle des décisions du Parlement.,53,47
"Commissioner, the ignorance of certain Member States has landed us in a major food crisis here in Europe, and I am afraid that once more I have cause to be angry at the fact that again no Members of the Council are in attendance, and that on the day that you present your interesting report.","Monsieur le Commissaire, l'ignorance de certains États membres a plongé l'Europe dans une crise alimentaire de grande ampleur et je suis une fois de plus irrité, malheureusement, de constater l'absence totale et renouvelée du Conseil alors que vous présentez ce rapport intéressant.",54,41
"I nevertheless believe that politicians should look into what can be gleaned from an expert report and what cannot be taken en masse in a spirit which, on some occasions, I have felt in the past and still feel to be self-destructive.","Je pense que les hommes et les femmes politiques doivent au contraire analyser ce que l'on peut retirer d'un rapport d'experts et ce qui ne peut pas être pris in toto dans un esprit qui, dans certaines circonstances, m'est apparu et m'apparaît comme masochiste.",41,43
The Commission proposals refer to the four pillars of employment strategy and the five fields of action of the European Social Fund.,Les propositions de la Commission se réfèrent aux quatre piliers de la stratégie d'emploi et aux cinq domaines d'actions du Fonds social européen.,21,22
We are also envisaging the establishment of a European food authority by 2002 as an essential complement to the new food safety regime.,Nous envisageons également l'établissement d'une autorité alimentaire européenne d'ici 2002 en tant que complément essentiel du nouveau régime de sécurité alimentaire.,22,20
"Thank you, Commissioner for your reply.",Je remercie la commissaire pour sa réponse.,5,6
